id_item,id_pedido,id_produto,quantidade,preco_unitario
92,45,63,1,2696.04
93,46,10,2,3383.35
94,47,68,1,1522.73
95,48,80,2,955.74
96,48,44,2,3005.6
97,48,78,1,1459.96
98,48,47,1,3108.59
99,49,37,1,2970.48
100,50,12,4,2786.41
101,50,86,1,1065.41
102,50,72,1,556.59
103,50,19,2,2951.96
104,51,78,2,1459.96
105,52,42,1,1759.41
106,53,74,1,1567.58
107,53,35,1,1986.11
108,54,61,1,206.76
109,54,64,4,1400.43
110,55,77,4,2101.09
111,55,43,1,2749.53
112,56,18,1,2679.8
113,56,76,1,379.36
114,57,53,1,2637.75
115,58,22,1,2169.97
116,58,31,1,538.06
117,58,79,1,2010.32
118,58,28,2,2849.69
119,58,2,2,1977.49
120,59,13,4,2526.59
121,59,66,1,3474.1
122,59,71,3,2501.52
123,59,56,1,2924.48
124,59,83,1,2165.91
125,60,34,2,1318.12
126,60,46,2,755.63
127,61,18,2,2679.8
128,61,28,1,2849.69
129,61,63,1,2696.04
130,61,46,2,755.63
131,62,49,1,3240.94
132,63,90,3,3263.49
133,63,82,1,895.82
134,63,38,2,3006.5
135,63,63,1,2696.04
136,63,88,1,2438.35
137,64,82,1,895.82
138,64,53,2,2637.75
139,64,89,1,1328.57
140,65,43,2,2749.53
141,66,40,1,1943.3
142,67,85,2,1551.88
143,68,87,3,1113.26
144,68,85,4,1551.88
145,69,76,3,379.36
146,69,52,1,3365.81
147,69,51,1,3252.01
148,69,36,1,805.88
149,70,57,1,3139.81
150,70,80,2,955.74
151,71,68,2,1522.73
152,71,38,4,3006.5
153,71,6,2,1167.83
154,72,41,1,52.79
155,73,57,1,3139.81
156,74,32,1,1851.97
157,75,55,1,585.23
158,75,46,1,755.63
159,76,8,2,2297.94
160,77,33,3,950.19
161,77,44,2,3005.6
162,77,48,1,181.94
163,78,36,1,805.88
164,79,72,1,556.59
165,79,37,1,2970.48
166,79,36,1,805.88
167,79,2,3,1977.49
168,80,65,1,123.0
169,80,48,3,181.94
170,80,79,1,2010.32
171,80,78,1,1459.96
172,80,76,1,379.36
173,81,26,1,1862.27
174,81,2,1,1977.49
175,81,19,4,2951.96
176,82,63,1,2696.04
177,83,77,1,2101.09
178,83,1,1,1309.95
179,83,28,2,2849.69
180,84,74,3,1567.58
181,84,16,2,137.61
182,84,73,1,1375.78
183,84,80,1,955.74
184,85,11,3,1727.17
185,85,82,1,895.82
186,86,55,1,585.23
187,86,78,4,1459.96
188,86,73,1,1375.78
189,87,9,3,915.4
190,87,77,1,2101.09
191,87,55,2,585.23
192,87,84,4,3321.81
193,88,72,1,556.59
194,89,26,1,1862.27
195,90,34,2,1318.12
196,90,18,1,2679.8
197,91,17,1,3309.15
198,91,74,4,1567.58
199,91,15,2,2253.4
200,92,2,2,1977.49
201,92,17,1,3309.15
202,92,5,1,1473.07
203,93,52,2,3365.81
204,93,17,1,3309.15
205,94,12,1,2786.41
206,95,1,1,1309.95
207,95,8,1,2297.94
208,96,81,2,1532.57
209,96,13,2,2526.59
210,97,12,1,2786.41
211,97,60,3,1762.66
212,97,10,2,3383.35
213,97,67,1,1258.12
214,97,43,1,2749.53
215,98,9,1,915.4
216,98,86,1,1065.41
217,98,56,3,2924.48
218,99,58,1,2649.42
219,100,6,1,1167.83
220,100,56,1,2924.48
221,101,43,1,2749.53
222,101,81,1,1532.57
223,102,30,2,392.32
224,102,44,1,3005.6
225,103,55,1,585.23
226,103,23,1,2165.39
227,104,19,1,2951.96
228,105,49,1,3240.94
229,105,90,2,3263.49
230,105,78,2,1459.96
231,105,47,1,3108.59
232,106,86,1,1065.41
233,106,59,1,3459.8
234,107,55,1,585.23
235,107,38,2,3006.5
236,108,28,1,2849.69
237,108,53,1,2637.75
238,108,8,2,2297.94
239,108,75,1,672.02
240,108,35,2,1986.11
241,109,39,3,345.28
242,109,54,1,1405.97
243,110,65,1,123.0
244,110,58,2,2649.42
245,111,30,1,392.32
246,112,39,1,345.28
247,112,57,2,3139.81
248,113,40,1,1943.3
249,114,2,1,1977.49
250,115,49,2,3240.94
251,115,28,1,2849.69
252,116,64,1,1400.43
253,116,28,1,2849.69
254,117,82,4,895.82
255,118,41,1,52.79
256,118,7,3,2920.0
257,118,38,2,3006.5
258,118,90,1,3263.49
259,118,76,2,379.36
260,119,65,1,123.0
261,120,89,2,1328.57
262,121,19,2,2951.96
263,121,16,3,137.61
264,121,11,1,1727.17
265,121,54,2,1405.97
266,122,71,1,2501.52
267,122,65,2,123.0
268,123,89,3,1328.57
269,123,22,2,2169.97
270,124,19,1,2951.96
271,124,33,1,950.19
272,124,63,1,2696.04
273,124,66,1,3474.1
274,125,87,3,1113.26
275,125,52,3,3365.81
276,125,21,2,1779.85
277,125,63,1,2696.04
278,126,26,1,1862.27
279,126,17,2,3309.15
280,126,9,1,915.4
281,126,44,1,3005.6
282,127,57,1,3139.81
283,127,74,1,1567.58
284,127,87,1,1113.26
285,127,12,2,2786.41
286,128,4,1,3272.86
287,128,83,1,2165.91
288,128,89,1,1328.57
289,128,28,2,2849.69
290,129,35,1,1986.11
291,130,34,3,1318.12
292,130,85,1,1551.88
293,130,29,3,2825.36
294,131,34,1,1318.12
295,132,12,1,2786.41
296,132,7,1,2920.0
297,133,22,1,2169.97
298,133,30,1,392.32
299,133,55,1,585.23
300,134,78,4,1459.96
301,134,87,2,1113.26
302,134,28,3,2849.69
303,134,12,1,2786.41
304,135,63,2,2696.04
305,136,21,2,1779.85
306,136,19,1,2951.96
307,136,22,1,2169.97
308,136,72,3,556.59
309,136,3,2,527.71
310,137,26,1,1862.27
311,137,52,2,3365.81
312,137,58,1,2649.42
313,137,8,3,2297.94
314,138,36,3,805.88
315,138,9,1,915.4
316,139,35,1,1986.11
317,140,16,1,137.61
318,140,90,1,3263.49
319,140,78,1,1459.96
320,140,47,2,3108.59
321,140,21,1,1779.85
322,141,9,2,915.4
323,141,46,1,755.63
324,142,87,1,1113.26
325,142,9,1,915.4
326,142,54,2,1405.97
327,143,79,3,2010.32
328,144,32,1,1851.97
329,144,82,1,895.82
330,145,3,1,527.71
331,145,37,1,2970.48
332,145,23,2,2165.39
333,146,44,1,3005.6
334,147,86,1,1065.41
335,147,58,1,2649.42
336,147,66,1,3474.1
337,148,68,1,1522.73
338,148,34,2,1318.12
339,149,4,2,3272.86
340,149,65,1,123.0
341,149,49,1,3240.94
342,150,80,1,955.74
343,150,44,1,3005.6
344,150,30,4,392.32
345,150,15,2,2253.4
346,150,84,1,3321.81
347,151,9,1,915.4
348,152,39,2,345.28
349,152,41,0,52.79
350,152,79,1,2010.32
351,153,44,2,3005.6
352,153,76,1,379.36
353,154,12,3,2786.41
354,154,60,4,1762.66
355,154,30,1,392.32
356,154,56,1,2924.48
357,155,82,2,895.82
358,156,66,1,3474.1
359,156,63,1,2696.04
360,157,47,1,3108.59
361,157,31,-1,538.06
362,158,22,1,2169.97
363,159,11,3,1727.17
364,160,79,1,2010.32
365,160,48,2,181.94
366,160,85,4,1551.88
367,160,57,3,3139.81
368,161,37,2,2970.48
369,162,79,3,2010.32
370,163,38,1,3006.5
371,164,59,2,3459.8
372,164,38,2,3006.5
373,164,3,1,527.71
374,164,74,1,1567.58
375,165,32,2,1851.97
376,165,80,1,955.74
377,165,75,1,672.02
378,166,17,2,3309.15
379,166,8,1,2297.94
380,167,73,2,1375.78
381,167,51,1,3252.01
382,167,29,1,2825.36
383,167,41,1,52.79
384,168,62,2,2938.49
385,169,33,2,950.19
386,169,79,2,2010.32
387,169,7,1,2920.0
388,170,57,3,3139.81
389,171,81,1,1532.57
390,172,62,3,2938.49
391,172,11,3,1727.17
392,173,38,2,3006.5
393,174,76,1,379.36
394,175,29,1,2825.36
395,175,59,1,3459.8
396,175,22,1,2169.97
397,175,18,1,2679.8
398,176,60,2,1762.66
399,176,71,1,2501.52
400,176,57,3,3139.81
401,177,19,1,2951.96
402,177,79,1,2010.32
403,177,40,2,1943.3
404,178,9,4,915.4
405,178,66,2,3474.1
406,178,38,1,3006.5
407,178,29,2,2825.36
408,179,85,1,1551.88
409,179,40,2,1943.3
410,179,61,2,206.76
411,180,21,2,1779.85
412,181,58,1,2649.42
413,182,33,1,950.19
414,183,16,1,137.61
415,183,61,1,206.76
416,183,65,2,123.0
417,184,36,1,805.88
418,184,8,1,2297.94
419,184,26,1,1862.27
420,185,69,1,2319.04
421,185,23,3,2165.39
422,185,35,1,1986.11
423,186,81,4,1532.57
424,186,3,1,527.71
425,186,12,1,2786.41
426,186,65,3,123.0
427,186,22,2,2169.97
428,187,14,2,3210.71
429,187,67,2,1258.12
430,187,89,2,1328.57
431,188,53,2,2637.75
432,189,67,1,1258.12
433,189,87,1,1113.26
434,189,19,1,2951.96
435,190,57,2,3139.81
436,191,19,1,2951.96
437,191,36,1,805.88
438,191,69,2,2319.04
439,192,16,1,137.61
440,192,74,2,1567.58
441,192,65,3,123.0
442,192,72,2,556.59
443,192,6,3,1167.83
444,193,5,2,1473.07
445,194,82,2,895.82
446,194,86,1,1065.41
447,195,26,3,1862.27
448,195,19,2,2951.96
449,196,3,1,527.71
450,197,55,2,585.23
451,197,47,3,3108.59
452,198,1,1,1309.95
453,198,76,1,379.36
454,198,30,2,392.32
455,199,81,1,1532.57
456,199,48,2,181.94
457,200,71,2,2501.52
458,200,51,1,3252.01
459,200,10,1,3383.35
460,201,31,3,538.06
461,201,22,1,2169.97
462,202,67,3,1258.12
463,202,46,1,755.63
464,202,23,1,2165.39
465,202,22,1,2169.97
466,203,22,1,2169.97
467,203,21,1,1779.85
468,204,21,1,1779.85
469,205,34,1,1318.12
470,205,62,2,2938.49
471,206,28,1,2849.69
472,206,6,1,1167.83
473,206,62,2,2938.49
474,207,14,1,3210.71
475,208,75,3,672.02
476,209,11,1,1727.17
477,209,26,2,1862.27
478,209,21,1,1779.85
479,210,21,1,1779.85
480,210,62,4,2938.49
481,211,15,1,2253.4
482,211,74,1,1567.58
483,211,47,2,3108.59
484,212,56,1,2924.48
485,213,68,2,1522.73
486,213,36,2,805.88
487,214,58,2,2649.42
488,215,17,1,3309.15
489,215,32,2,1851.97
490,216,29,1,2825.36
491,217,85,1,1551.88
492,218,72,1,556.59
493,218,79,1,2010.32
494,218,15,1,2253.4
495,219,74,2,1567.58
496,219,13,1,2526.59
497,220,62,1,2938.49
498,221,8,3,2297.94
499,221,1,1,1309.95
500,221,51,1,3252.01
501,222,47,1,3108.59
502,222,26,3,1862.27
503,223,22,2,2169.97
504,223,60,2,1762.66
505,224,57,1,3139.81
506,225,36,1,805.88
507,225,34,3,1318.12
508,226,31,3,538.06
509,226,32,1,1851.97
510,226,68,2,1522.73
511,226,59,2,3459.8
512,227,14,1,3210.71
513,227,36,0,805.88
514,228,22,2,2169.97
515,228,30,2,392.32
516,228,33,2,950.19
517,229,9,1,915.4
518,229,74,2,1567.58
519,229,68,1,1522.73
520,230,6,1,1167.83
521,231,88,3,2438.35
522,232,36,1,805.88
523,232,10,4,3383.35
524,232,86,3,1065.41
525,233,75,1,672.02
526,233,89,1,1328.57
527,234,21,2,1779.85
528,235,23,3,2165.39
529,235,85,1,1551.88
530,236,82,3,895.82
531,236,79,1,2010.32
532,237,2,2,1977.49
533,237,63,1,2696.04
534,238,19,1,2951.96
535,238,86,4,1065.41
536,239,69,1,2319.04
537,239,3,1,527.71
538,240,52,2,3365.81
539,241,72,1,556.59
540,242,66,1,3474.1
541,243,58,2,2649.42
542,244,42,0,1759.41
543,244,81,2,1532.57
544,244,75,0,672.02
545,244,4,1,3272.86
546,244,38,1,3006.5
547,245,42,2,1759.41
548,245,77,2,2101.09
549,246,14,1,3210.71
550,246,33,1,950.19
551,247,44,2,3005.6
552,248,67,2,1258.12
553,248,38,1,3006.5
554,249,64,2,1400.43
555,250,51,2,3252.01
556,251,83,2,2165.91
557,251,52,4,3365.81
558,252,79,2,2010.32
559,252,29,2,2825.36
560,253,7,2,2920.0
561,253,71,3,2501.52
562,254,89,2,1328.57
563,255,54,3,1405.97
564,256,43,1,2749.53
565,256,37,1,2970.48
566,256,17,4,3309.15
567,256,83,3,2165.91
568,257,5,1,1473.07
569,258,51,2,3252.01
570,259,61,2,206.76
571,260,48,1,181.94
572,260,35,2,1986.11
573,261,68,1,1522.73
574,261,56,2,2924.48
575,262,23,2,2165.39
576,262,13,1,2526.59
577,263,41,1,52.79
578,263,48,3,181.94
579,263,51,2,3252.01
580,263,32,2,1851.97
581,263,14,3,3210.71
582,264,88,2,2438.35
583,264,19,1,2951.96
584,265,36,1,805.88
585,265,86,2,1065.41
586,266,44,2,3005.6
587,266,23,2,2165.39
588,267,47,1,3108.59
589,267,69,3,2319.04
590,267,54,2,1405.97
591,267,85,1,1551.88
592,267,11,1,1727.17
593,268,32,2,1851.97
594,268,52,3,3365.81
595,269,66,1,3474.1
596,270,38,2,3006.5
597,270,42,1,1759.41
598,271,29,1,2825.36
599,272,35,3,1986.11
600,272,89,1,1328.57
601,272,73,1,1375.78
602,273,26,1,1862.27
603,274,62,2,2938.49
604,274,28,1,2849.69
605,274,46,1,755.63
606,275,68,1,1522.73
607,275,72,1,556.59
608,275,7,1,2920.0
609,276,68,1,1522.73
610,277,82,1,895.82
611,277,9,1,915.4
612,277,44,1,3005.6
613,278,49,1,3240.94
614,278,7,1,2920.0
615,278,85,1,1551.88
616,278,82,1,895.82
617,278,80,3,955.74
618,279,13,2,2526.59
619,280,41,2,52.79
620,280,23,2,2165.39
621,281,85,1,1551.88
622,281,65,1,123.0
623,282,80,1,955.74
624,283,82,1,895.82
625,284,75,2,672.02
626,284,84,2,3321.81
627,285,29,2,2825.36
628,285,88,3,2438.35
629,286,43,3,2749.53
630,286,38,2,3006.5
631,287,22,4,2169.97
632,287,73,1,1375.78
633,288,74,1,1567.58
634,289,80,4,955.74
635,289,36,1,805.88
636,289,85,3,1551.88
637,290,80,2,955.74
638,290,87,1,1113.26
639,290,23,1,2165.39
640,291,54,1,1405.97
641,292,3,4,527.71
642,292,66,2,3474.1
643,293,16,1,137.61
644,293,80,1,955.74
645,294,67,3,1258.12
646,294,44,1,3005.6
647,294,18,1,2679.8
648,294,89,1,1328.57
649,295,6,1,1167.83
650,295,41,1,52.79
651,295,47,1,3108.59
652,296,55,1,585.23
653,296,58,1,2649.42
654,297,36,1,805.88
655,297,31,-1,538.06
656,298,62,1,2938.49
657,298,12,2,2786.41
658,298,53,2,2637.75
659,298,88,1,2438.35
660,298,42,1,1759.41
661,299,57,4,3139.81
662,300,35,1,1986.11
663,300,67,1,1258.12
664,300,69,2,2319.04
665,300,28,1,2849.69
666,301,55,1,585.23
667,301,37,2,2970.48
668,302,66,1,3474.1
669,302,47,3,3108.59
670,302,88,1,2438.35
671,302,31,4,538.06
672,302,48,2,181.94
673,303,2,1,1977.49
674,303,38,3,3006.5
675,303,19,1,2951.96
676,303,69,1,2319.04
677,303,60,2,1762.66
678,304,80,1,955.74
679,304,59,2,3459.8
680,304,6,3,1167.83
681,304,60,0,1762.66
682,305,40,1,1943.3
683,305,85,3,1551.88
684,306,35,1,1986.11
685,306,48,1,181.94
686,306,75,1,672.02
687,306,65,2,123.0
688,307,39,1,345.28
689,307,5,1,1473.07
690,307,30,1,392.32
691,308,52,1,3365.81
692,308,72,1,556.59
693,309,13,2,2526.59
694,309,34,1,1318.12
695,309,2,1,1977.49
696,310,17,1,3309.15
697,311,9,3,915.4
698,311,90,2,3263.49
699,311,23,-1,2165.39
700,311,34,1,1318.12
701,312,39,1,345.28
702,312,13,4,2526.59
703,312,79,1,2010.32
704,313,44,3,3005.6
705,313,13,1,2526.59
706,313,88,1,2438.35
707,314,56,4,2924.48
708,315,26,1,1862.27
709,316,2,1,1977.49
710,317,60,1,1762.66
711,318,44,1,3005.6
712,319,67,1,1258.12
713,320,8,1,2297.94
714,320,21,2,1779.85
715,320,5,2,1473.07
716,321,59,-1,3459.8
717,321,76,1,379.36
718,322,18,4,2679.8
719,322,48,1,181.94
720,323,29,2,2825.36
721,323,5,1,1473.07
722,324,72,1,556.59
723,325,16,1,137.61
724,326,59,1,3459.8
725,326,15,2,2253.4
726,326,70,-1,2172.68
727,327,19,2,2951.96
728,327,33,2,950.19
729,328,89,1,1328.57
730,329,39,1,345.28
731,329,11,2,1727.17
732,329,19,1,2951.96
733,329,3,2,527.71
734,330,52,1,3365.81
735,330,46,1,755.63
736,331,78,1,1459.96
737,331,4,2,3272.86
738,331,18,1,2679.8
739,332,15,1,2253.4
740,333,62,1,2938.49
741,334,75,1,672.02
742,334,59,3,3459.8
743,334,37,2,2970.48
744,335,2,1,1977.49
745,335,71,2,2501.52
746,335,74,2,1567.58
747,335,39,4,345.28
748,335,44,1,3005.6
749,336,43,1,2749.53
750,337,30,4,392.32
751,337,57,2,3139.81
752,337,84,4,3321.81
753,338,64,1,1400.43
754,338,6,1,1167.83
755,339,19,1,2951.96
756,339,2,1,1977.49
757,340,52,0,3365.81
758,340,48,1,181.94
759,340,1,1,1309.95
760,340,31,2,538.06
761,341,1,1,1309.95
762,342,16,0,137.61
763,343,87,1,1113.26
764,343,21,3,1779.85
765,343,35,1,1986.11
766,344,86,1,1065.41
767,344,6,1,1167.83
768,344,56,2,2924.48
769,345,38,1,3006.5
770,345,56,3,2924.48
771,346,33,1,950.19
772,347,11,2,1727.17
773,347,13,1,2526.59
774,347,73,1,1375.78
775,347,46,4,755.63
776,347,12,4,2786.41
777,348,53,1,2637.75
778,349,64,1,1400.43
779,349,47,1,3108.59
780,350,62,1,2938.49
781,350,63,1,2696.04
782,350,19,1,2951.96
783,350,7,2,2920.0
784,351,18,2,2679.8
785,352,1,1,1309.95
786,353,71,1,2501.52
787,353,9,3,915.4
788,354,59,4,3459.8
789,354,44,1,3005.6
790,354,22,1,2169.97
791,354,33,4,950.19
792,354,51,1,3252.01
793,355,87,1,1113.26
794,355,26,3,1862.27
795,355,47,1,3108.59
796,355,51,1,3252.01
797,355,79,1,2010.32
798,356,73,1,1375.78
799,356,19,2,2951.96
800,357,17,1,3309.15
801,357,79,2,2010.32
802,357,87,1,1113.26
803,357,61,1,206.76
804,357,9,2,915.4
805,358,38,4,3006.5
806,358,44,1,3005.6
807,358,55,1,585.23
808,358,6,3,1167.83
809,359,48,1,181.94
810,359,35,2,1986.11
811,360,21,1,1779.85
812,361,59,1,3459.8
813,361,75,2,672.02
814,362,28,4,2849.69
815,362,57,2,3139.81
816,362,64,1,1400.43
817,363,17,3,3309.15
818,363,40,1,1943.3
819,363,10,2,3383.35
820,363,86,1,1065.41
821,363,63,1,2696.04
822,364,2,1,1977.49
823,365,79,1,2010.32
824,366,39,2,345.28
825,367,55,1,585.23
826,367,77,1,2101.09
827,368,52,1,3365.81
828,368,22,1,2169.97
829,369,41,2,52.79
830,370,85,1,1551.88
831,370,70,1,2172.68
832,370,30,3,392.32
833,371,82,2,895.82
834,372,74,1,1567.58
835,372,73,1,1375.78
836,372,40,1,1943.3
837,373,6,1,1167.83
838,373,28,1,2849.69
839,373,12,1,2786.41
840,374,16,2,137.61
841,374,58,1,2649.42
842,374,7,1,2920.0
843,374,44,2,3005.6
844,375,8,1,2297.94
845,376,64,1,1400.43
846,377,40,1,1943.3
847,378,35,2,1986.11
848,378,14,1,3210.71
849,378,70,1,2172.68
850,379,21,4,1779.85
851,379,52,2,3365.81
852,379,85,1,1551.88
853,380,48,2,181.94
854,380,53,4,2637.75
855,380,2,1,1977.49
856,381,23,1,2165.39
857,381,78,1,1459.96
858,382,83,1,2165.91
859,382,8,1,2297.94
860,382,34,2,1318.12
861,383,21,2,1779.85
862,383,17,1,3309.15
863,383,30,1,392.32
864,383,83,2,2165.91
865,383,82,3,895.82
866,384,41,1,52.79
867,385,52,3,3365.81
868,385,66,1,3474.1
869,386,18,1,2679.8
870,387,16,2,137.61
871,387,57,1,3139.81
872,387,81,1,1532.57
873,387,5,1,1473.07
874,387,56,2,2924.48
875,388,36,2,805.88
876,388,80,3,955.74
877,388,53,1,2637.75
878,389,56,0,2924.48
879,389,10,1,3383.35
880,389,1,4,1309.95
881,390,22,2,2169.97
882,390,41,1,52.79
883,390,32,3,1851.97
884,390,15,1,2253.4
885,391,10,1,3383.35
886,391,2,1,1977.49
887,392,53,4,2637.75
888,392,77,1,2101.09
889,393,85,1,1551.88
890,393,48,1,181.94
891,393,34,3,1318.12
892,393,44,1,3005.6
893,394,81,3,1532.57
894,394,61,1,206.76
895,395,15,2,2253.4
896,395,18,3,2679.8
897,395,76,1,379.36
898,396,71,1,2501.52
899,396,13,1,2526.59
900,397,83,1,2165.91
901,397,66,1,3474.1
902,397,22,1,2169.97
903,398,66,1,3474.1
904,399,65,1,123.0
905,400,38,1,3006.5
906,400,90,2,3263.49
907,401,69,1,2319.04
908,402,63,2,2696.04
909,402,42,1,1759.41
910,402,10,1,3383.35
911,403,57,2,3139.81
912,404,73,2,1375.78
913,405,18,1,2679.8
914,405,2,2,1977.49
915,406,49,1,3240.94
916,407,18,2,2679.8
917,407,52,1,3365.81
918,408,4,2,3272.86
919,409,34,1,1318.12
920,409,26,1,1862.27
921,410,74,1,1567.58
922,410,84,2,3321.81
923,410,19,1,2951.96
924,411,46,2,755.63
925,411,29,1,2825.36
926,411,90,1,3263.49
927,412,22,1,2169.97
928,413,74,1,1567.58
929,414,17,1,3309.15
930,414,65,3,123.0
931,414,31,1,538.06
932,414,28,2,2849.69
933,415,16,1,137.61
934,415,69,2,2319.04
935,416,39,2,345.28
936,417,26,3,1862.27
937,418,26,1,1862.27
938,419,79,1,2010.32
939,419,77,1,2101.09
940,419,2,1,1977.49
941,419,13,1,2526.59
942,419,39,3,345.28
943,420,29,3,2825.36
944,420,64,1,1400.43
945,421,31,1,538.06
946,421,28,1,2849.69
947,422,63,2,2696.04
948,422,22,1,2169.97
949,422,79,1,2010.32
950,422,40,1,1943.3
951,423,51,2,3252.01
952,424,84,1,3321.81
953,425,70,3,2172.68
954,425,28,1,2849.69
955,425,76,1,379.36
956,426,62,2,2938.49
957,427,65,2,123.0
958,427,23,1,2165.39
959,427,77,2,2101.09
960,428,1,3,1309.95
961,428,71,2,2501.52
962,429,3,1,527.71
963,429,23,3,2165.39
964,429,6,2,1167.83
965,430,10,3,3383.35
966,431,40,1,1943.3
967,431,38,1,3006.5
968,432,36,1,805.88
969,432,31,1,538.06
970,432,26,2,1862.27
971,432,1,3,1309.95
972,432,23,2,2165.39
973,433,5,1,1473.07
974,434,41,1,52.79
975,434,31,1,538.06
976,434,86,2,1065.41
977,435,1,1,1309.95
978,435,75,2,672.02
979,436,39,2,345.28
980,437,48,1,181.94
981,437,83,2,2165.91
982,438,70,1,2172.68
983,439,40,1,1943.3
984,439,22,1,2169.97
985,440,31,3,538.06
986,441,57,1,3139.81
987,442,58,3,2649.42
988,442,17,1,3309.15
989,443,58,1,2649.42
990,443,37,1,2970.48
991,444,34,1,1318.12
992,445,75,3,672.02
993,445,39,1,345.28
994,445,46,1,755.63
995,446,13,1,2526.59
996,447,14,1,3210.71
997,447,43,1,2749.53
998,448,38,2,3006.5
999,448,66,2,3474.1
1000,449,71,2,2501.52
1001,449,76,3,379.36
1002,449,35,1,1986.11
1003,449,37,4,2970.48
1004,449,87,1,1113.26
1005,450,80,4,955.74
1006,450,30,2,392.32
1007,451,52,3,3365.81
1008,451,86,1,1065.41
1009,452,73,1,1375.78
1010,453,29,1,2825.36
1011,453,76,2,379.36
1012,454,26,2,1862.27
1013,454,3,1,527.71
1014,455,32,3,1851.97
1015,455,88,1,2438.35
1016,456,28,0,2849.69
1017,457,88,1,2438.35
1018,457,58,1,2649.42
1019,458,37,2,2970.48
1020,458,28,3,2849.69
1021,459,79,1,2010.32
1022,460,60,2,1762.66
1023,460,57,1,3139.81
1024,460,23,1,2165.39
1025,461,53,1,2637.75
1026,461,62,1,2938.49
1027,461,29,2,2825.36
1028,461,28,2,2849.69
1029,461,9,1,915.4
1030,462,22,1,2169.97
1031,463,1,2,1309.95
1032,464,69,2,2319.04
1033,465,60,2,1762.66
1034,466,32,2,1851.97
1035,466,74,1,1567.58
1036,467,61,1,206.76
1037,468,15,1,2253.4
1038,468,31,2,538.06
1039,468,30,2,392.32
1040,468,59,1,3459.8
1041,469,40,1,1943.3
1042,469,41,1,52.79
1043,470,68,3,1522.73
1044,470,60,1,1762.66
1045,471,86,4,1065.41
1046,472,49,1,3240.94
1047,472,13,4,2526.59
1048,473,29,1,2825.36
1049,473,26,3,1862.27
1050,474,39,1,345.28
1051,475,48,2,181.94
1052,476,79,2,2010.32
1053,477,54,2,1405.97
1054,477,33,1,950.19
1055,477,55,2,585.23
1056,478,39,1,345.28
1057,478,9,1,915.4
1058,478,90,3,3263.49
1059,479,39,1,345.28
1060,479,26,1,1862.27
1061,479,12,1,2786.41
1062,480,10,2,3383.35
1063,480,38,1,3006.5
1064,481,33,1,950.19
1065,482,65,1,123.0
1066,483,90,1,3263.49
1067,483,51,1,3252.01
1068,483,60,1,1762.66
1069,484,43,1,2749.53
1070,484,12,2,2786.41
1071,485,23,2,2165.39
1072,485,80,1,955.74
1073,486,78,1,1459.96
1074,486,56,1,2924.48
1075,487,5,1,1473.07
1076,488,36,1,805.88
1077,488,32,1,1851.97
1078,489,16,1,137.61
1079,489,77,1,2101.09
1080,489,18,3,2679.8
1081,490,72,1,556.59
1082,490,64,1,1400.43
1083,491,6,1,1167.83
1084,491,56,1,2924.48
1085,492,86,2,1065.41
