id_pagamento,id_pedido,metodo_pagamento,valor_pago,status_pagamento
592,592,Cartão de Crédito,1779.85,Aprovado
593,593,Cartão de Crédito,28072.69,Aprovado
594,594,Cartão de Crédito,6908.13,Aprovado
595,595,Pix,11479.15,Aprovado
596,596,Cartão de Crédito,2637.75,Aprovado
597,597,Cartão de Crédito,4296.21,Aprovado
598,598,Pix,5669.53,Aprovado
599,599,Cartão de Crédito,9470.05,Aprovado
600,600,Cartão de Crédito,10292.55,Aprovado
601,601,Cartão de Crédito,1100.91,Aprovado
602,602,Pix,4609.88,Aprovado
603,603,Boleto,2886.45,Aprovado
604,604,Cartão de Crédito,3525.32,Aprovado
605,605,Pix,3800.76,Aprovado
606,606,Pix,4339.94,Aprovado
607,607,Cartão de Crédito,3210.71,Aprovado
608,608,Pix,2619.9,Aprovado
609,609,Boleto,12524.9,Aprovado
610,610,Cartão de Crédito,6948.2,Aprovado
611,611,Cartão de Crédito,7828.69,Aprovado
612,612,Pix,8764.48,Aprovado
613,613,Cartão de Crédito,9485.3,Aprovado
614,614,Pix,3108.59,Aprovado
615,615,Pix,20074.88,Aprovado
616,616,Pix,137.61,Aprovado
617,617,Cartão de Débito,5573.9,Aprovado
618,618,Pix,9653.58,Aprovado
619,619,Cartão de Crédito,1862.27,Aprovado
620,620,Pix,1567.58,Aprovado
621,621,Pix,17538.13,Aprovado
622,622,Pix,3069.36,Pendente
623,623,Cartão de Crédito,2636.24,Aprovado
624,624,Cartão de Crédito,2110.84,Aprovado
625,625,Boleto,345.28,Aprovado
626,626,Cartão de Crédito,2335.66,Aprovado
627,627,Cartão de Crédito,3522.59,Aprovado
628,628,Pix,11364.53,Aprovado
629,629,Cartão de Crédito,345.28,Aprovado
630,630,Cartão de Crédito,5848.96,Aprovado
631,631,Pix,13636.71,Aprovado
632,632,Cartão de Crédito,10660.28,Aprovado
633,633,Cartão de Crédito,9226.72,Aprovado
634,634,Pix,3005.6,Pendente
